Sl. No.,Test.Set.Name,Test.Name,Test.Id,Req.Id,Requirement.Name,LastCycleID,LastCycle.1.Runstatus,RegWt,ReqSize,ReqQuality,ActualResult,PredictedResult
969,Misc & Common,[1]QC5354_006_HHT_UI validation for Duplicate Bags_Reflight Bag,74841,6995,QC5354 HHT> The duplicate Bags screen need to be restructured and need to display the location of the bag.,0,0,0,0,0,0,0
970,Misc & Common,[1]QC5354_007_HHT_UI validation for Duplicate Bags_Security clearance,74842,6995,QC5354 HHT> The duplicate Bags screen need to be restructured and need to display the location of the bag.,0,0,0,0,0,0,0
971,Misc & Common,[1]QC5354_008_HHT_UI validation for Duplicate Bags_Send QoH,74843,6995,QC5354 HHT> The duplicate Bags screen need to be restructured and need to display the location of the bag.,0,0,0,0,0,0,0
972,Misc & Common,[1]QC5354_009_HHT_UI validation for Duplicate Bags_Quick Reflight,74844,6995,QC5354 HHT> The duplicate Bags screen need to be restructured and need to display the location of the bag.,0,0,0,0,0,0,0
973,Misc & Common,[1]QC5354_010_HHT_UI validation for Duplicate Bags_Scan arrival bags,74845,6995,QC5354 HHT> The duplicate Bags screen need to be restructured and need to display the location of the bag.,0,0,0,0,0,0,0
974,Misc & Common,[1]QC5354_011_HHT_UI validation for Duplicate Bags_First Last bag,74846,6995,QC5354 HHT> The duplicate Bags screen need to be restructured and need to display the location of the bag.,0,0,0,0,0,0,0
975,Regression_Miscellaneous2,[1]AC 001_Login_Basic Flow_Verify that a valid user should be successfully logged in and logged out from WS,28762,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
976,Abuse Cases,[1]AC 001_Login_Basic Flow_Verify that a valid user should be successfully logged in and logged out from WS,28762,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
977,Regression_Miscellaneous2,[1]AC 002_Login_Basic Flow_Verify that a valid user should be successfully logged in and logged out from HHT,28763,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
978,Abuse Cases,[1]AC 002_Login_Basic Flow_Verify that a valid user should be successfully logged in and logged out from HHT,28763,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
979,Regression_Miscellaneous2,[1]AC 003_Login_Basic Flow_Verify that a valid user should be successfully logged in and logged out from OPS,28764,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
980,Abuse Cases,[1]AC 003_Login_Basic Flow_Verify that a valid user should be successfully logged in and logged out from OPS,28764,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
981,Regression_Miscellaneous2,[1]AC 004_Create new user_Create a new company user through admin,28765,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
982,Abuse Cases,[1]AC 004_Create new user_Create a new company user through admin,28765,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
983,Regression_Miscellaneous2,[1]AC 005_Create new user_Create a new company user through admin,28766,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
984,Abuse Cases,[1]AC 005_Create new user_Create a new company user through admin,28766,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
985,Regression Test Cases,[1]AC 006_Send Receive BIM Message_Verify that bags should be successfully created when sending the BSM through putty_Local_Transfer_Inbound_Terminating Bags,28767,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
986,Regression,[1]AC 006_Send Receive BIM Message_Verify that bags should be successfully created when sending the BSM through putty_Local_Transfer_Inbound_Terminating Bags,28767,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
987,TK Regression,[1]AC 006_Send Receive BIM Message_Verify that bags should be successfully created when sending the BSM through putty_Local_Transfer_Inbound_Terminating Bags,28767,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
988,TK Regression_03-05,[1]AC 006_Send Receive BIM Message_Verify that bags should be successfully created when sending the BSM through putty_Local_Transfer_Inbound_Terminating Bags,28767,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
989,Regression_Miscellaneous2,[1]AC 006_Send Receive BIM Message_Verify that bags should be successfully created when sending the BSM through putty_Local_Transfer_Inbound_Terminating Bags,28767,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
990,Abuse Cases,[1]AC 006_Send Receive BIM Message_Verify that bags should be successfully created when sending the BSM through putty_Local_Transfer_Inbound_Terminating Bags,28767,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
991,Regression Test Cases,[1]AC 007_Send Receive BIM Message_Verify that BPM should be generated when loading the bags into Hold and BHE,28768,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
992,TK Regression,[1]AC 007_Send Receive BIM Message_Verify that BPM should be generated when loading the bags into Hold and BHE,28768,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
993,TK Regression_03-05,[1]AC 007_Send Receive BIM Message_Verify that BPM should be generated when loading the bags into Hold and BHE,28768,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
994,Regression_Miscellaneous2,[1]AC 007_Send Receive BIM Message_Verify that BPM should be generated when loading the bags into Hold and BHE,28768,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
995,Abuse Cases,[1]AC 007_Send Receive BIM Message_Verify that BPM should be generated when loading the bags into Hold and BHE,28768,7007,Bag Manager Abuse Cases,9,0,0,3,1,0,0
996,Regression Test Cases,[1]AC 008_Send Receive BIM Message_Verify that BPM should be generated when offloading the bags from Hold and BHE,28769,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
997,Regression,[1]AC 008_Send Receive BIM Message_Verify that BPM should be generated when offloading the bags from Hold and BHE,28769,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
998,Regression_Miscellaneous2,[1]AC 008_Send Receive BIM Message_Verify that BPM should be generated when offloading the bags from Hold and BHE,28769,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
999,Abuse Cases,[1]AC 008_Send Receive BIM Message_Verify that BPM should be generated when offloading the bags from Hold and BHE,28769,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1000,Regression Test Cases,[1]AC 009_Send Receive BIM Message_Verify that BPM should be generated when tracking the bags,28770,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1001,Regression,[1]AC 009_Send Receive BIM Message_Verify that BPM should be generated when tracking the bags,28770,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1002,Regression_Miscellaneous2,[1]AC 009_Send Receive BIM Message_Verify that BPM should be generated when tracking the bags,28770,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1003,Abuse Cases,[1]AC 009_Send Receive BIM Message_Verify that BPM should be generated when tracking the bags,28770,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1004,Regression Test Cases,[1]AC 010_Send Receive BIM Message_Verify that BPM and new BSM should be generated when reflighting the bags,28771,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1005,Regression,[1]AC 010_Send Receive BIM Message_Verify that BPM and new BSM should be generated when reflighting the bags,28771,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1006,Regression_Miscellaneous2,[1]AC 010_Send Receive BIM Message_Verify that BPM and new BSM should be generated when reflighting the bags,28771,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1007,Abuse Cases,[1]AC 010_Send Receive BIM Message_Verify that BPM and new BSM should be generated when reflighting the bags,28771,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1008,Regression Test Cases,[1]AC 011_Send Receive BIM Message_Verify that BPM  should be generated when positioning and unpositioning the ULD,28772,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1009,Regression,[1]AC 011_Send Receive BIM Message_Verify that BPM  should be generated when positioning and unpositioning the ULD,28772,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1010,Regression_Miscellaneous2,[1]AC 011_Send Receive BIM Message_Verify that BPM  should be generated when positioning and unpositioning the ULD,28772,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1011,Abuse Cases,[1]AC 011_Send Receive BIM Message_Verify that BPM  should be generated when positioning and unpositioning the ULD,28772,7007,Bag Manager Abuse Cases,7,0,0,3,1,0,0
1012,Regression Test Cases,[1]AC 012_Verify the BMM Processing,28773,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1013,Regression,[1]AC 012_Verify the BMM Processing,28773,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1014,Regression_Miscellaneous2,[1]AC 012_Verify the BMM Processing,28773,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1015,Abuse Cases,[1]AC 012_Verify the BMM Processing,28773,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1016,Regression Test Cases,[1]AC 013_Verify the BSM CHG Processing,28774,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1017,Regression,[1]AC 013_Verify the BSM CHG Processing,28774,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1018,Regression_Miscellaneous2,[1]AC 013_Verify the BSM CHG Processing,28774,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1019,Abuse Cases,[1]AC 013_Verify the BSM CHG Processing,28774,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1020,Regression Test Cases,[1]AC 014_Verify the BSM DEL Processing,28775,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1021,Regression,[1]AC 014_Verify the BSM DEL Processing,28775,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1022,Regression_Miscellaneous2,[1]AC 014_Verify the BSM DEL Processing,28775,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1023,Abuse Cases,[1]AC 014_Verify the BSM DEL Processing,28775,7007,Bag Manager Abuse Cases,6,0,0,3,1,0,0
1024,Regression,[1]AC 015_Verify the BUM Processing,28776,7007,Bag Manager Abuse Cases,4,0,0,3,1,0,0
1025,Regression_Miscellaneous2,[1]AC 015_Verify the BUM Processing,28776,7007,Bag Manager Abuse Cases,4,0,0,3,1,0,0
1026,Abuse Cases,[1]AC 015_Verify the BUM Processing,28776,7007,Bag Manager Abuse Cases,4,0,0,3,1,0,0
1027,Regression_Miscellaneous2,[1]AC 016_Verify the FCM and FOM Processing,28777,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1028,Abuse Cases,[1]AC 016_Verify the FCM and FOM Processing,28777,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1029,Regression_Miscellaneous2,[1]AC 022_Password Change_Change the password through admin user,28783,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1030,Abuse Cases,[1]AC 022_Password Change_Change the password through admin user,28783,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1031,Regression_Miscellaneous2,[1]AC 023_Password Change_Reset the password through admin user,28784,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1032,Abuse Cases,[1]AC 023_Password Change_Reset the password through admin user,28784,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1033,Regression_Miscellaneous2,[1]AC 024_Password Change_Disable the profile of a user through admin user,28785,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1034,Abuse Cases,[1]AC 024_Password Change_Disable the profile of a user through admin user,28785,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1035,Regression_Miscellaneous2,[1]AC 025_Password Change_Activate the profile of a disabled user through admin user,28786,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1036,Abuse Cases,[1]AC 025_Password Change_Activate the profile of a disabled user through admin user,28786,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1037,Regression_Miscellaneous2,[1]AC 026_Password Change_Activate the profile of a locked user through admin user,28787,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1038,Abuse Cases,[1]AC 026_Password Change_Activate the profile of a locked user through admin user,28787,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1039,Regression_Miscellaneous2,[1]AC 027_Password Change_Verify that if a user logs into the application for the first time then system should prompt to change password_WS,28788,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1040,Abuse Cases,[1]AC 027_Password Change_Verify that if a user logs into the application for the first time then system should prompt to change password_WS,28788,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1041,Regression_Miscellaneous2,[1]AC 028_Password Change_Verify that if a user logs into the application for the first time then system should prompt to change password_HHT,28789,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1042,Abuse Cases,[1]AC 028_Password Change_Verify that if a user logs into the application for the first time then system should prompt to change password_HHT,28789,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1043,Regression_Miscellaneous2,[1]AC 029_Password Change_Verify that when changing the password then old and new password should not be same,28790,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1044,Abuse Cases,[1]AC 029_Password Change_Verify that when changing the password then old and new password should not be same,28790,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1045,Regression_Miscellaneous2,[1]AC 030_Password Change_Verify that when changing the password then new and confirm password should be same,28791,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1046,Abuse Cases,[1]AC 030_Password Change_Verify that when changing the password then new and confirm password should be same,28791,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1047,Regression_Miscellaneous2,[1]AC 031_Password Change_Verify that system should not accept the last 8 password,28792,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1048,Abuse Cases,[1]AC 031_Password Change_Verify that system should not accept the last 8 password,28792,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1049,Regression_Miscellaneous2,[1]AC 032_Unauthorized attempt to logon_Login to WS with valid username and invalid password,28793,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1050,Abuse Cases,[1]AC 032_Unauthorized attempt to logon_Login to WS with valid username and invalid password,28793,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1051,Regression_Miscellaneous2,[1]AC 033_Unauthorized attempt to logon_Login to WS with valid username and invalid password for 3 times and verify that user ID should get locked after 3 unsuccessfull attempts,28794,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1052,Abuse Cases,[1]AC 033_Unauthorized attempt to logon_Login to WS with valid username and invalid password for 3 times and verify that user ID should get locked after 3 unsuccessfull attempts,28794,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1053,Regression_Miscellaneous2,[1]AC 034_Unauthorized attempt to logon_Login to HHT with valid username and invalid password,28795,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1054,Abuse Cases,[1]AC 034_Unauthorized attempt to logon_Login to HHT with valid username and invalid password,28795,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1055,Regression_Miscellaneous2,[1]AC 035_Unauthorized attempt to logon_Login to HHT with valid username and invalid password for 3 times and verify that user ID should get locked after 3 unsuccessfull attempts,28796,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1056,Abuse Cases,[1]AC 035_Unauthorized attempt to logon_Login to HHT with valid username and invalid password for 3 times and verify that user ID should get locked after 3 unsuccessfull attempts,28796,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1057,Abuse Cases,[1]AC 036_Unauthorized attempt to logon_Verify that disabled user should not be able to login into the application_WS,28797,7007,Bag Manager Abuse Cases,0,0,0,0,0,0,0
1058,Regression_Miscellaneous2,[1]AC 037_Unauthorized attempt to logon_Verify that locked user should not be able to login into the application_WS,28798,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1059,Abuse Cases,[1]AC 037_Unauthorized attempt to logon_Verify that locked user should not be able to login into the application_WS,28798,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1060,Regression_Miscellaneous2,[1]AC 038_Unauthorized attempt to logon_Verify that disabled user should not be able to login into the application_HHT,28799,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1061,Abuse Cases,[1]AC 038_Unauthorized attempt to logon_Verify that disabled user should not be able to login into the application_HHT,28799,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1062,Regression_Miscellaneous2,[1]AC 039_Unauthorized attempt to logon_Verify that locked user should not be able to login into the application_HHT,28800,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1063,Abuse Cases,[1]AC 039_Unauthorized attempt to logon_Verify that locked user should not be able to login into the application_HHT,28800,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1064,Regression_Miscellaneous2,[1]AC 040_Unauthorized attempt to create user_Verify that create user option should not be displayed for the user who does not have the role of create user,28801,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1065,Abuse Cases,[1]AC 040_Unauthorized attempt to create user_Verify that create user option should not be displayed for the user who does not have the role of create user,28801,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1066,Regression_Miscellaneous2,[1]AC_041_WS_Print reports_Verify that Flight Progress Report should be successfully generated_View mode,28802,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1067,Abuse Cases,[1]AC_041_WS_Print reports_Verify that Flight Progress Report should be successfully generated_View mode,28802,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1068,Regression_Miscellaneous2,[1]AC_042_WS_Print reports_Verify that Flight Progress Report should be successfully generated_Print mode,28803,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1069,Abuse Cases,[1]AC_042_WS_Print reports_Verify that Flight Progress Report should be successfully generated_Print mode,28803,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1070,Regression,[1]AC_043_WS_Print reports_Verify thatBag Enquiry Report should be successfully generated_View mode,28804,7007,Bag Manager Abuse Cases,4,0,0,3,1,0,0
1071,Regression_Miscellaneous2,[1]AC_043_WS_Print reports_Verify thatBag Enquiry Report should be successfully generated_View mode,28804,7007,Bag Manager Abuse Cases,4,0,0,3,1,0,0
1072,Abuse Cases,[1]AC_043_WS_Print reports_Verify thatBag Enquiry Report should be successfully generated_View mode,28804,7007,Bag Manager Abuse Cases,4,0,0,3,1,0,0
1073,Regression_Miscellaneous2,[1]AC_044_WS_Print reports_Verify that Bag Enquiry Report should be successfully generated_Print mode,28805,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1074,Abuse Cases,[1]AC_044_WS_Print reports_Verify that Bag Enquiry Report should be successfully generated_Print mode,28805,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1075,Regression_Miscellaneous2,[1]AC_045_WS_Print reports_Verify that BHE Enquiry Report should be successfully generated_View mode,28806,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1076,Abuse Cases,[1]AC_045_WS_Print reports_Verify that BHE Enquiry Report should be successfully generated_View mode,28806,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1077,Regression_Miscellaneous2,[1]AC_046_WS_Print reports_Verify that Bag Enquiry Report should be successfully generated_Print mode,28807,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1078,Abuse Cases,[1]AC_046_WS_Print reports_Verify that Bag Enquiry Report should be successfully generated_Print mode,28807,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1079,Regression_Miscellaneous2,[1]AC 047_WS_Unauthorized attempt to access application_Verify that if user does not have  access to application resources then those functions should not be displayed and unaccessible for that user,28808,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1080,Abuse Cases,[1]AC 047_WS_Unauthorized attempt to access application_Verify that if user does not have  access to application resources then those functions should not be displayed and unaccessible for that user,28808,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1081,Regression_Miscellaneous2,[1]AC 048_WS_Unauthorized attempt to access application_Verify that application should not be accessible if trying to access the application by changing the application URL,28809,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1082,Abuse Cases,[1]AC 048_WS_Unauthorized attempt to access application_Verify that application should not be accessible if trying to access the application by changing the application URL,28809,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1083,Regression_Miscellaneous2,[1]AC 049_OPS_Unauthorized attempt to access application_Verify that application should not be accessible if trying to access the application by changing the application URL,28810,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1084,Abuse Cases,[1]AC 049_OPS_Unauthorized attempt to access application_Verify that application should not be accessible if trying to access the application by changing the application URL,28810,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1085,Regression_Miscellaneous2,[1]AC 050_HHT_Unauthorized attempt to access application_Verify that application should not be accessible if trying to access the application by changing the application URL,28811,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1086,Abuse Cases,[1]AC 050_HHT_Unauthorized attempt to access application_Verify that application should not be accessible if trying to access the application by changing the application URL,28811,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1087,Regression_Miscellaneous2,[1]AC 051_UNIX Server_Verify  that should not be able to access UNIX server with valid username and invalid password,28812,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1088,Abuse Cases,[1]AC 051_UNIX Server_Verify  that should not be able to access UNIX server with valid username and invalid password,28812,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1089,Regression_Miscellaneous2,[1]AC 052_UNIX Server_Verify  that should not be able to access UNIX server with invalid username and valid password,28813,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1090,Abuse Cases,[1]AC 052_UNIX Server_Verify  that should not be able to access UNIX server with invalid username and valid password,28813,7007,Bag Manager Abuse Cases,3,0,0,3,1,0,0
1091,CR_3662_4101_4085_4163,[1]QC 5008_IT_003_WS_Verify that audit for deleted rush bag should be generated when for BSMed Rush bags and marked RUSH bags,56577,7013,QC 5008 -> 'IWS Rush Bag Enquiry> The system fails to audit the delete of a BagManager created Rush Bag.,4,0,0,1,1,0,0
1092,Misc & Common,[1]QC 5123_001_IT_HHT_Verify that system should display the error message when entering the fallback tag at Bag menu screens,74827,7016,"QC 5123 -> HHT> With 9-Digit matching is set, the system fails to recognize a Bag Tag ID with leading digit 1.The ""Update Unknown"" screen create a fall back tag.",0,0,0,0,0,0,0
1093,Misc & Common,[1]QC 5123_002_IT_HHT_Verify that system should display the error message when entering the fallback tag at Bag and Arrival Flight menu screens,74828,7016,"QC 5123 -> HHT> With 9-Digit matching is set, the system fails to recognize a Bag Tag ID with leading digit 1.The ""Update Unknown"" screen create a fall back tag.",0,0,0,0,0,0,0
1094,Misc & Common,[1]QC 5123_003_IT_HHT_Verify that system should display the error message when entering the fallback tag at Reflight and Quick Reflight screens,74829,7016,"QC 5123 -> HHT> With 9-Digit matching is set, the system fails to recognize a Bag Tag ID with leading digit 1.The ""Update Unknown"" screen create a fall back tag.",0,0,0,0,0,0,0
1095,BHE & HOLD_BAG Menu,[1]QC01_4778__IT_Verify _IWS_Load Bag into BHE with 5 onwards flight,74387,7024,QC 4778 -> IWS>Load Bag into BHE/Hold: Not able to Load bag into BHE/Hold,0,0,0,0,0,0,0
1096,BHE & HOLD_BAG Menu,[1]QC02_4778__IT_Verify _IWS_Load Bag into BHE with 4 onwards flight,74388,7024,QC 4778 -> IWS>Load Bag into BHE/Hold: Not able to Load bag into BHE/Hold,0,0,0,0,0,0,0
1097,BHE & HOLD_BAG Menu,[1]QC06_4778__IT_Verify WS reconcilation tab and manifiest screen for load  bags into BHE or hold when departure flight having more than one onwards flight,74390,7024,QC 4778 -> IWS>Load Bag into BHE/Hold: Not able to Load bag into BHE/Hold,4,0,0,1,1,0,0
1098,Bag Menu,[1]QC06_4778__IT_Verify WS reconcilation tab and manifiest screen for load  bags into BHE or hold when departure flight having more than one onwards flight,74390,7024,QC 4778 -> IWS>Load Bag into BHE/Hold: Not able to Load bag into BHE/Hold,4,0,0,1,1,0,0
1099,Departure Flight menu,[1]CR_5323_001_IT_HHT_Extra Crew Bag_GUI Validation_Create tags,74847,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1100,Departure Flight menu,[1]CR_5323_002_IT_HHT_Extra Crew Bag_Create Bags for all destinations,74848,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1101,Departure Flight menu,[1]CR_5323_003_IT_HHT_Extra Crew Bag_Maximum capacity Reached,74849,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1102,Departure Flight menu,[1]CR_5323_004_IT_HHT_Extra Crew Bag_Create Extra Tags with different flight status,74850,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1103,Departure Flight menu,[1]CR_5323_005_IT_HHT_Extra Crew Bag_Create Extra for flight_No agent authority_Inactive_Historical Flight_Non Existing_invalid format flight,74851,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1104,Departure Flight menu,[1]CR_5323_006_IT_HHT_Extra Crew Bag_Verify the count of Extra Crew Bags on other screens,74852,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1105,Departure Flight menu,[1]CR_5323_007_IT_WS_Extra Crew Bag_Verify the count of Extra Crew Bags on Flight Progress screen and reports,74853,7034,"CR 5323 -> HKG only: Planeside fixup function = ""Add Crew Bags""",0,0,0,0,0,0,0
1106,QC_5221_Authorize,[1]QC_5221_001_IT_WS_Bag Enquiry_Authorize Bags_ToOffload Bags,32032,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",14,0,0,3,2,0,0
1107,QC_5221_Authorize,[1]QC_5221_002_IT_WS_Bag Enquiry_Authorize Bags_Bags with loading strategy as Never Load,32033,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",15,0,32,3,2,0,0
1108,QC_5221_Authorize,[1]QC_5221_003_IT_WS_Bag Enquiry_Authorize Bags_Bags with loading strategy as Never On Aircraft,32034,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",15,0,32,3,2,0,0
1109,QC_5221_Authorize,[1]QC_5221_005_IT_WS_Bag Enquiry_Authorize Bags_BSM created RUSH_CREW_GATE_HEAVY_Custom Bags,32036,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",14,0,0,3,2,0,0
1110,QC_5221_Authorize_Bags_Deleted_BUMed_Reflighted_Rerouted_Offloaded,[1]QC_5221_006_IT_WS_Bag Enquiry_Authorize Bags_Deleted_BUMed_Reflighted_Rerouted_Offloaded,32037,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",9,0,2,3,2,0,0
1111,QC_5221_Bag Enquiry_Authorize Bags_Mark Not Ok bags,[1]QC_5221_007_IT_WS_Bag Enquiry_Authorize Bags_Mark Not Ok bags_mark bags with first 7 options,32038,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",9,0,0,3,2,0,0
1112,QC_5221_Bag Enquiry_Authorize Bags_Mark Not Ok bags,[1]QC_5221_008_IT_WS_Bag Enquiry_Authorize Bags_Mark Not Ok bags_mark bags with next 7 options,32039,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",9,0,0,3,2,0,0
1113,QC_5221_Bag Enquiry_Authorize Bags_Mark Not Ok bags,[1]QC_5221_009_IT_WS_Bag Enquiry_Authorize Bags_Mark Not Ok bags_mark bags with last 6 options,32040,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",9,0,0,3,2,0,0
1114,QC_5221_Authorize,[1]QC_5221_010_IT_WS_Bag Enquiry_Authorize Bags_UNK_Forced_Already Authorized,32041,7035,"CR 5221 ->HKG: Add 'Reflight' and ""Authorize"" action in the Bag Enquiry screen on IWS",14,0,0,3,2,0,0
