age,job,marital,education,default,balance
40,services,divorced,secondary,no,1927
59,management,single,secondary,no,671
40,services,single,secondary,no,65
43,technician,married,secondary,no,-932
38,technician,single,secondary,no,4366
54,retired,married,primary,no,0
41,blue-collar,married,secondary,no,4900
55,housemaid,divorced,primary,no,976
33,management,married,tertiary,no,148
46,blue-collar,married,secondary,no,5
36,management,married,secondary,no,-148
48,technician,divorced,tertiary,no,113
42,management,married,secondary,no,-105
46,management,divorced,tertiary,no,624
49,technician,married,secondary,yes,-1680
36,blue-collar,married,secondary,no,-461
34,technician,single,tertiary,no,144
51,entrepreneur,divorced,tertiary,no,4
58,blue-collar,married,primary,no,309
48,management,married,tertiary,no,866
41,admin.,single,secondary,no,1020
49,self-employed,married,primary,no,489
43,management,married,primary,no,8167
32,blue-collar,single,secondary,no,-255
54,retired,married,secondary,no,3671
33,blue-collar,divorced,primary,no,636
35,technician,married,secondary,no,141
56,technician,married,secondary,no,150
57,technician,married,secondary,no,839
31,housemaid,single,primary,no,26965
33,technician,single,secondary,no,716
29,technician,single,tertiary,no,2485
38,management,single,tertiary,no,15030
37,admin.,married,secondary,no,11303
33,entrepreneur,married,tertiary,no,595
30,management,single,tertiary,no,19358
31,self-employed,single,secondary,no,203
28,technician,single,tertiary,no,183
26,admin.,single,secondary,no,255
31,technician,single,secondary,no,102
50,housemaid,divorced,primary,no,94
45,entrepreneur,married,primary,no,58
48,management,married,primary,no,606
41,technician,married,secondary,no,0
60,technician,married,primary,no,65
41,blue-collar,married,secondary,no,338
43,blue-collar,married,primary,no,757
36,management,married,tertiary,no,9269
40,blue-collar,married,primary,no,1206
28,management,single,tertiary,no,882
27,student,single,tertiary,no,5291
49,management,single,secondary,no,61
37,technician,married,tertiary,no,0
31,blue-collar,married,secondary,no,1407
31,technician,single,secondary,yes,25
31,blue-collar,married,secondary,no,1354
35,blue-collar,married,primary,no,793
51,blue-collar,divorced,unknown,no,10287
33,technician,single,secondary,no,5235
30,technician,single,tertiary,no,3
58,technician,single,secondary,no,409
34,admin.,married,tertiary,no,35
45,management,married,tertiary,no,-459
28,services,single,secondary,no,198
31,blue-collar,married,primary,no,99
40,management,married,tertiary,no,60
30,services,single,secondary,no,3485
34,entrepreneur,married,secondary,no,-139
40,blue-collar,married,secondary,no,952
59,retired,married,primary,no,1427
43,technician,single,tertiary,no,1017
41,management,married,tertiary,no,-29
33,technician,divorced,secondary,no,9
33,management,married,secondary,no,4040
36,blue-collar,married,secondary,no,13
32,self-employed,single,secondary,no,1259
25,admin.,married,secondary,no,18
25,blue-collar,married,secondary,no,-76
38,technician,single,tertiary,no,221
34,management,married,tertiary,no,136
67,blue-collar,married,secondary,no,16353
32,blue-collar,married,secondary,no,-63
45,housemaid,married,primary,no,7353
33,blue-collar,married,primary,no,511
38,admin.,married,primary,no,3913
32,technician,divorced,secondary,no,1097
54,retired,divorced,tertiary,no,6102
51,admin.,divorced,secondary,no,340
42,blue-collar,married,primary,no,-119
41,admin.,married,secondary,no,2993
39,management,divorced,tertiary,no,3575
38,blue-collar,married,secondary,no,361
39,management,married,secondary,no,1072
46,blue-collar,married,primary,no,2904
50,entrepreneur,divorced,tertiary,no,1790
33,blue-collar,married,secondary,no,86
37,technician,married,secondary,no,1633
31,management,married,tertiary,no,8312
34,blue-collar,divorced,unknown,no,172
34,management,married,tertiary,no,0
36,management,married,tertiary,no,222
40,technician,married,secondary,no,109
40,blue-collar,married,secondary,no,1451
41,technician,married,secondary,no,1066
52,management,married,tertiary,no,3163
40,services,single,secondary,no,888
48,blue-collar,single,unknown,no,428
33,management,divorced,secondary,no,106
44,technician,divorced,secondary,no,0
55,management,married,tertiary,no,979
51,admin.,married,secondary,no,2662
34,management,single,tertiary,no,84
58,retired,divorced,unknown,no,5920
39,management,single,tertiary,no,816
27,unemployed,single,secondary,no,3276
55,management,divorced,unknown,no,2
35,technician,single,secondary,no,-51
37,technician,single,tertiary,no,3315
52,technician,married,secondary,no,196
41,blue-collar,married,secondary,no,552
52,admin.,married,secondary,no,2347
34,blue-collar,single,secondary,no,3723
53,management,divorced,primary,no,255
33,management,single,tertiary,no,3143
47,self-employed,married,secondary,no,0
35,blue-collar,married,secondary,no,6411
33,management,single,tertiary,no,1909
55,blue-collar,married,primary,no,3873
58,self-employed,married,primary,no,1013
44,admin.,married,secondary,no,262
25,services,single,secondary,no,3217
37,technician,single,secondary,no,5436
41,blue-collar,married,primary,no,2067
34,blue-collar,single,secondary,no,215
36,services,divorced,secondary,no,1594
44,self-employed,married,tertiary,no,134
34,entrepreneur,divorced,tertiary,no,262
56,blue-collar,divorced,primary,no,3021
43,management,divorced,tertiary,no,388
28,blue-collar,single,secondary,no,3412
54,blue-collar,married,secondary,no,1291
37,technician,divorced,secondary,no,79
59,self-employed,married,tertiary,no,2013
58,blue-collar,divorced,secondary,no,543
56,management,divorced,tertiary,no,1016
32,blue-collar,single,secondary,no,604
42,management,single,tertiary,no,525
52,retired,divorced,primary,no,353
46,management,married,tertiary,no,964
37,admin.,married,tertiary,no,3913
39,blue-collar,married,primary,no,879
31,admin.,married,secondary,no,314
59,housemaid,married,primary,no,0
38,blue-collar,married,secondary,no,1370
58,management,married,secondary,no,37
34,management,single,tertiary,no,673
40,services,married,secondary,no,-342
20,student,single,secondary,no,291
34,technician,married,secondary,no,209
31,technician,single,tertiary,no,438
39,admin.,single,secondary,no,1242
34,entrepreneur,married,tertiary,no,355
24,blue-collar,married,secondary,no,204
41,management,married,tertiary,no,10758
40,management,married,tertiary,no,5
45,technician,single,secondary,no,410
36,management,married,tertiary,no,605
53,management,married,tertiary,no,4
23,student,single,secondary,no,8494
42,entrepreneur,married,primary,no,198
48,blue-collar,married,secondary,no,841
34,management,married,tertiary,no,8
36,admin.,married,secondary,no,470
43,retired,married,secondary,no,520
36,blue-collar,married,secondary,no,439
49,blue-collar,married,secondary,no,-454
55,retired,married,secondary,no,466
53,retired,married,secondary,no,665
42,technician,married,secondary,no,994
45,admin.,married,secondary,no,5346
31,blue-collar,married,secondary,no,1243
32,admin.,married,tertiary,no,0
36,blue-collar,married,secondary,no,2357
56,retired,married,secondary,no,1044
46,admin.,married,secondary,no,1069
41,housemaid,single,secondary,no,231
31,admin.,married,secondary,no,0
32,technician,married,secondary,no,266
38,management,married,tertiary,no,-70
49,retired,single,primary,no,25824
46,management,single,primary,no,538
29,technician,single,secondary,no,534
36,admin.,married,unknown,no,2323
38,admin.,married,secondary,no,1852
53,technician,married,secondary,no,2647
43,management,married,tertiary,no,2767
41,management,married,tertiary,no,176
42,management,single,secondary,no,9720
55,blue-collar,divorced,secondary,no,1613
39,admin.,divorced,secondary,no,2903
30,admin.,single,secondary,no,81
41,blue-collar,married,secondary,no,780
44,unemployed,married,tertiary,no,178
58,management,married,tertiary,no,299
35,retired,married,primary,no,285
27,blue-collar,married,secondary,no,872
34,services,married,secondary,no,1337
25,services,married,secondary,no,72
36,blue-collar,married,secondary,no,0
38,blue-collar,married,secondary,no,-388
30,admin.,married,secondary,no,11
47,blue-collar,divorced,secondary,yes,-535
41,services,divorced,secondary,no,787
36,management,single,tertiary,no,3343
63,entrepreneur,married,secondary,no,3904
23,management,single,tertiary,no,736
32,management,married,tertiary,no,1390
57,retired,married,primary,no,808
48,management,married,tertiary,no,1147
49,services,married,secondary,no,1122
50,technician,married,secondary,no,-568
33,blue-collar,married,primary,no,1165
53,services,divorced,secondary,no,-905
30,unemployed,married,tertiary,no,0
38,technician,married,secondary,no,740
44,management,married,secondary,no,8262
39,admin.,single,secondary,no,14
45,technician,single,unknown,no,7108
36,blue-collar,married,secondary,no,1049
38,blue-collar,married,secondary,no,0
36,housemaid,married,secondary,no,419
30,management,single,tertiary,no,726
28,technician,divorced,tertiary,no,594
26,unemployed,married,tertiary,no,454
54,unknown,married,secondary,no,2206
38,admin.,married,tertiary,no,1988
32,technician,single,tertiary,no,0
50,admin.,divorced,secondary,no,202
43,blue-collar,married,secondary,no,667
48,admin.,married,secondary,no,112
57,housemaid,married,primary,no,50
64,housemaid,married,primary,no,768
26,services,divorced,secondary,no,74
33,blue-collar,married,secondary,no,661
50,self-employed,married,secondary,no,3025
47,self-employed,married,tertiary,no,751
39,management,single,tertiary,no,416
52,services,married,primary,no,14
31,blue-collar,single,primary,no,-502
50,blue-collar,married,primary,no,0
47,technician,married,secondary,no,599
30,management,single,tertiary,no,-218
32,technician,single,tertiary,no,1012
36,technician,married,secondary,no,300
46,technician,married,tertiary,no,217
45,management,divorced,tertiary,no,2096
37,technician,single,secondary,no,0
58,housemaid,married,primary,no,5278
59,management,married,tertiary,no,1831
28,management,married,tertiary,no,1480
48,management,married,tertiary,no,7289
55,blue-collar,married,unknown,no,1665
37,blue-collar,single,primary,no,851
41,management,married,tertiary,no,2885
35,blue-collar,married,secondary,no,137
34,blue-collar,single,secondary,no,1239
43,management,single,tertiary,no,146
59,technician,married,secondary,no,1
50,blue-collar,divorced,primary,no,-10
37,technician,married,secondary,no,480
35,technician,married,secondary,no,2789
50,technician,single,secondary,no,3897
36,technician,divorced,secondary,no,487
41,admin.,married,secondary,no,5110
28,management,married,tertiary,no,318
42,technician,single,tertiary,no,-411
60,retired,married,secondary,no,4820
28,management,single,tertiary,no,4937
48,entrepreneur,married,secondary,no,725
51,entrepreneur,married,tertiary,no,5403
32,technician,married,tertiary,no,4089
35,technician,married,tertiary,no,188
37,technician,married,unknown,no,189
38,blue-collar,divorced,secondary,no,2998
77,retired,married,secondary,no,610
32,management,single,unknown,no,787
43,technician,divorced,secondary,no,167
36,management,single,tertiary,no,243
29,management,married,tertiary,no,877
32,admin.,single,secondary,no,2817
41,management,divorced,tertiary,no,4567
26,services,single,secondary,no,127
34,blue-collar,married,primary,no,176
57,retired,married,tertiary,no,0
36,services,single,secondary,no,1482
42,blue-collar,married,secondary,no,3052
35,technician,divorced,secondary,no,56
52,entrepreneur,divorced,primary,no,278
36,management,single,tertiary,no,3875
46,technician,married,secondary,no,-337
60,management,divorced,tertiary,no,366
57,housemaid,married,primary,no,501
48,management,married,tertiary,no,998
59,self-employed,married,primary,no,0
39,management,married,tertiary,no,246
44,blue-collar,married,secondary,no,-182
27,management,single,tertiary,no,446
59,retired,married,secondary,no,1173
36,technician,divorced,secondary,no,5957
44,admin.,married,secondary,no,205
50,admin.,married,secondary,no,0
41,management,divorced,tertiary,no,369
47,admin.,married,secondary,no,1934
32,technician,single,tertiary,no,259
38,blue-collar,married,secondary,no,284
55,blue-collar,married,unknown,no,23
38,management,single,tertiary,no,1373
31,management,single,tertiary,no,62
38,blue-collar,divorced,secondary,no,157
29,unemployed,single,tertiary,no,991
55,services,married,secondary,no,186
35,unemployed,married,secondary,no,977
40,self-employed,single,tertiary,no,2893
34,blue-collar,married,secondary,no,1897
32,technician,single,tertiary,no,5514
33,blue-collar,married,secondary,no,889
33,management,married,tertiary,no,273
37,admin.,married,secondary,no,1193
58,management,married,tertiary,no,2729
36,admin.,single,secondary,no,0
42,blue-collar,married,secondary,no,230
34,technician,single,secondary,no,2729
35,management,married,tertiary,no,317
60,housemaid,married,primary,no,517
50,management,married,tertiary,no,-470
28,self-employed,single,tertiary,no,4579
27,blue-collar,divorced,secondary,no,1
37,management,married,tertiary,no,5106
31,technician,married,tertiary,no,636
34,services,married,secondary,no,1076
38,management,married,tertiary,no,126
32,self-employed,married,secondary,no,-33
37,technician,married,secondary,no,430
33,admin.,married,secondary,no,-6
71,technician,married,tertiary,no,383
27,technician,married,secondary,no,130
38,blue-collar,married,primary,no,2569
34,technician,single,secondary,no,201
54,retired,divorced,tertiary,no,0
30,blue-collar,married,secondary,no,6
35,entrepreneur,single,secondary,no,475
33,blue-collar,single,secondary,no,706
36,management,married,secondary,no,1825
59,self-employed,married,tertiary,no,185
72,blue-collar,married,primary,no,4415
64,management,married,tertiary,no,679
53,technician,divorced,secondary,no,320
35,management,single,tertiary,no,2988
58,self-employed,married,secondary,no,1407
40,technician,married,secondary,no,1270
41,services,divorced,secondary,no,654
48,retired,married,primary,no,5173
44,entrepreneur,married,tertiary,no,3463
39,blue-collar,married,unknown,no,0
61,management,married,tertiary,no,6016
36,entrepreneur,married,primary,no,177
28,management,married,tertiary,no,3694
58,retired,single,secondary,no,1640
60,admin.,divorced,secondary,no,174
66,admin.,single,secondary,no,10177
36,management,single,tertiary,no,490
49,self-employed,married,secondary,no,2576
40,services,married,secondary,no,0
23,technician,single,secondary,no,598
29,management,single,tertiary,no,15459
44,blue-collar,married,primary,no,271
54,unknown,married,unknown,no,2508
47,blue-collar,married,primary,no,320
33,admin.,married,tertiary,no,640
30,self-employed,married,secondary,no,1772
27,admin.,single,secondary,no,15
49,management,divorced,tertiary,no,2370
27,services,single,secondary,no,201
51,blue-collar,married,secondary,no,160
32,admin.,divorced,secondary,yes,5
30,blue-collar,single,secondary,no,75
33,admin.,married,secondary,no,4902
27,blue-collar,single,primary,no,-79
75,retired,divorced,secondary,no,1341
37,services,divorced,secondary,no,490
36,technician,single,secondary,no,1521
37,blue-collar,married,secondary,no,131
35,management,married,tertiary,no,8
32,services,married,secondary,no,-632
32,admin.,single,secondary,no,116
35,admin.,married,primary,no,189
31,blue-collar,married,primary,no,2
28,blue-collar,single,secondary,no,4229
27,services,married,secondary,no,54
22,student,single,unknown,no,549
35,blue-collar,married,primary,no,298
69,retired,married,primary,no,579
37,entrepreneur,single,tertiary,no,1467
45,admin.,single,secondary,no,0
47,management,married,tertiary,no,109
52,management,married,tertiary,no,-11
33,services,married,secondary,no,90
60,blue-collar,married,primary,no,493
33,management,divorced,secondary,no,1897
44,admin.,married,secondary,no,2403
38,entrepreneur,married,secondary,no,868
54,entrepreneur,married,secondary,no,653
32,unemployed,divorced,primary,no,0
33,technician,married,secondary,no,0
55,services,divorced,secondary,no,218
51,blue-collar,married,primary,no,5050
48,blue-collar,married,secondary,no,741
37,services,single,secondary,no,1050
33,services,single,secondary,no,-56
30,blue-collar,married,primary,no,1
43,blue-collar,married,primary,no,-98
49,technician,married,secondary,no,4667
54,unemployed,married,primary,no,541
31,unemployed,married,tertiary,no,7744
54,unknown,married,unknown,no,895
36,unemployed,married,secondary,no,-129
30,admin.,married,secondary,no,0
27,technician,single,secondary,no,158
30,admin.,married,secondary,no,122
30,blue-collar,married,secondary,no,673
35,technician,divorced,secondary,no,0
33,services,divorced,secondary,no,411
43,blue-collar,divorced,primary,no,-97
41,blue-collar,married,secondary,no,-217
41,management,divorced,tertiary,no,5037
46,admin.,divorced,secondary,no,2232
54,blue-collar,married,secondary,no,-932
32,management,married,tertiary,no,913
30,technician,single,tertiary,no,236
40,entrepreneur,married,primary,no,0
30,blue-collar,married,primary,no,2581
27,admin.,married,secondary,no,639
41,blue-collar,married,primary,no,849
54,services,married,secondary,no,386
32,management,single,tertiary,no,1218
31,management,married,tertiary,no,2603
42,blue-collar,married,secondary,no,-921
48,admin.,married,primary,no,607
34,blue-collar,married,primary,no,79
55,technician,divorced,secondary,no,61
49,technician,married,secondary,no,1091
46,management,divorced,tertiary,no,743
47,entrepreneur,married,unknown,no,209
24,management,single,tertiary,no,172
58,entrepreneur,married,secondary,no,2
32,management,single,tertiary,no,41
25,student,single,secondary,no,1116
49,blue-collar,married,secondary,no,-55
59,retired,divorced,secondary,no,5845
30,management,single,tertiary,no,329
46,blue-collar,married,secondary,no,494
42,management,married,unknown,no,1519
37,entrepreneur,married,tertiary,no,2685
44,blue-collar,married,primary,no,-14
49,services,married,secondary,no,5673
41,blue-collar,married,secondary,no,1459
48,technician,married,tertiary,no,0
31,management,married,secondary,no,625
37,student,married,unknown,no,0
51,services,married,secondary,no,867
80,retired,married,secondary,no,8304
32,management,single,tertiary,no,151
48,services,married,primary,yes,-583
49,blue-collar,married,tertiary,no,1784
30,management,married,tertiary,no,3134
27,self-employed,single,secondary,no,49
34,technician,married,secondary,no,-346
49,management,married,secondary,no,1623
48,management,married,tertiary,no,60
40,services,married,secondary,no,17
38,blue-collar,married,secondary,no,2008
46,blue-collar,married,primary,no,91
41,entrepreneur,married,tertiary,no,171
28,management,single,tertiary,no,1027
51,services,married,unknown,no,5801
33,blue-collar,divorced,primary,no,142
26,management,single,tertiary,no,205
34,admin.,single,secondary,no,852
27,blue-collar,married,secondary,yes,-584
42,self-employed,married,secondary,no,97
45,admin.,married,secondary,no,204
31,technician,single,secondary,no,628
32,management,single,tertiary,no,311
39,blue-collar,married,primary,no,1564
26,blue-collar,single,secondary,no,856
40,management,single,tertiary,no,1509
52,services,married,secondary,no,-888
40,technician,single,tertiary,no,226
48,technician,married,secondary,no,127
31,services,married,secondary,no,413
27,admin.,married,secondary,no,710
47,technician,married,secondary,no,1233
28,management,single,secondary,no,171
40,management,divorced,tertiary,no,69
34,admin.,married,secondary,no,1499
29,self-employed,married,tertiary,no,751
36,management,married,tertiary,no,61
83,retired,married,primary,no,425
55,services,divorced,primary,no,2923
43,management,divorced,tertiary,no,99
23,student,single,secondary,no,1021
44,technician,married,tertiary,no,1146
58,blue-collar,married,primary,no,781
29,admin.,single,secondary,no,1448
30,management,single,tertiary,no,604
29,admin.,single,secondary,no,-194
41,technician,married,secondary,no,0
35,housemaid,married,primary,no,0
31,technician,single,secondary,no,1014
27,admin.,single,tertiary,no,73
47,services,married,secondary,no,2597
53,self-employed,married,tertiary,no,2627
34,management,married,tertiary,no,1906
34,blue-collar,married,primary,no,-319
36,management,married,tertiary,no,-296
40,technician,married,secondary,no,169
37,self-employed,single,tertiary,no,556
65,retired,divorced,unknown,no,300
53,technician,divorced,secondary,no,751
28,technician,single,secondary,no,126
33,technician,divorced,tertiary,no,-386
56,blue-collar,married,primary,no,379
45,self-employed,married,secondary,no,706
39,technician,married,secondary,no,9121
28,management,single,tertiary,no,1466
36,blue-collar,married,primary,no,0
41,blue-collar,married,primary,no,951
46,admin.,married,secondary,no,368
41,blue-collar,married,secondary,no,121
59,services,married,secondary,no,204
24,admin.,married,secondary,no,299
34,management,married,tertiary,no,4170
40,blue-collar,married,primary,no,-335
42,admin.,married,secondary,no,3165
50,services,married,secondary,no,254
25,management,single,tertiary,no,553
51,services,divorced,secondary,no,518
50,management,married,tertiary,no,85
37,blue-collar,married,unknown,no,603
21,services,single,secondary,no,361
52,blue-collar,married,secondary,no,-98
55,retired,married,primary,no,4424
26,technician,single,secondary,no,2610
38,technician,married,tertiary,no,3234
32,blue-collar,married,secondary,no,687
31,blue-collar,married,secondary,no,631
34,technician,single,secondary,no,341
33,technician,single,tertiary,no,316
35,technician,married,secondary,no,2
44,management,married,unknown,no,415
48,management,divorced,tertiary,no,507
29,blue-collar,married,secondary,no,912
50,management,married,tertiary,no,0
37,blue-collar,married,primary,no,37
44,admin.,single,secondary,no,2524
36,unemployed,single,tertiary,no,9019
49,blue-collar,divorced,unknown,no,39
31,blue-collar,married,secondary,no,0
49,technician,divorced,secondary,no,265
35,blue-collar,single,secondary,no,0
57,admin.,divorced,unknown,no,4012
42,blue-collar,married,primary,no,1520
36,blue-collar,divorced,secondary,no,-140
75,retired,divorced,primary,no,852
38,blue-collar,single,secondary,no,578
40,blue-collar,married,primary,yes,0
38,services,single,secondary,no,2253
34,management,single,tertiary,no,1171
29,technician,single,tertiary,no,452
28,admin.,married,secondary,no,-97
79,retired,married,secondary,no,4738
51,admin.,divorced,secondary,no,467
32,student,single,tertiary,no,0
36,management,married,tertiary,no,495
38,entrepreneur,married,secondary,no,157
49,self-employed,married,secondary,no,358
42,services,married,secondary,no,292
43,blue-collar,married,primary,no,7343
34,blue-collar,married,secondary,no,-563
59,retired,single,secondary,no,351
35,unknown,married,primary,no,365
33,blue-collar,single,secondary,no,13494
34,admin.,single,secondary,no,846
64,retired,married,secondary,no,1574
34,entrepreneur,married,tertiary,no,-28
77,retired,married,tertiary,no,0
57,retired,married,primary,no,2927
30,blue-collar,married,secondary,no,501
56,housemaid,divorced,primary,yes,1238
49,unknown,married,unknown,no,301
73,retired,married,primary,no,1388
39,technician,single,secondary,no,102
57,technician,divorced,primary,no,13
32,self-employed,married,secondary,no,413
32,technician,single,tertiary,no,4665
45,admin.,married,secondary,no,638
32,blue-collar,married,secondary,no,101
31,management,married,tertiary,no,1224
49,self-employed,married,secondary,no,1103
29,services,married,secondary,no,3748
55,technician,married,secondary,no,955
30,admin.,married,secondary,no,518
45,services,single,primary,no,1893
39,technician,married,tertiary,no,14
36,admin.,married,secondary,no,-423
33,management,married,tertiary,no,3696
36,management,married,tertiary,no,2987
31,technician,single,secondary,no,433
36,technician,married,unknown,no,756
38,technician,single,tertiary,no,0
33,unknown,married,secondary,no,2727
40,technician,married,secondary,no,93
31,blue-collar,married,secondary,no,1766
39,services,married,secondary,no,124
33,admin.,married,tertiary,no,69
53,services,divorced,secondary,no,0
38,management,married,tertiary,no,0
59,technician,married,secondary,no,259
55,blue-collar,married,primary,no,4103
38,technician,single,tertiary,no,744
48,services,married,secondary,no,116
53,blue-collar,married,secondary,no,70
44,admin.,divorced,secondary,no,432
57,management,married,tertiary,no,1172
29,blue-collar,single,secondary,no,9
31,services,married,secondary,no,428
35,technician,single,tertiary,no,7546
31,blue-collar,married,primary,no,620
35,self-employed,married,tertiary,no,8647
40,management,single,secondary,no,192
39,blue-collar,married,secondary,no,0
43,technician,single,tertiary,no,27733
44,entrepreneur,married,primary,no,276
29,technician,single,secondary,no,113
40,technician,married,secondary,no,782
33,entrepreneur,married,primary,no,82
46,management,married,tertiary,no,1008
27,unknown,single,tertiary,no,6421
26,admin.,single,secondary,no,443
41,technician,married,secondary,no,351
34,technician,married,tertiary,no,5060
39,technician,single,tertiary,no,-41
27,services,single,secondary,no,-124
31,blue-collar,married,secondary,no,79
44,unemployed,single,secondary,no,3945
55,retired,married,tertiary,no,197
51,blue-collar,divorced,primary,no,837
50,management,married,tertiary,no,-94
30,services,married,secondary,no,1743
46,technician,married,secondary,no,57
49,admin.,married,secondary,no,635
56,retired,married,secondary,no,-113
47,admin.,divorced,secondary,no,225
30,admin.,married,secondary,no,124
36,entrepreneur,single,secondary,no,475
40,management,married,tertiary,no,-7
37,technician,single,secondary,yes,375
42,admin.,divorced,secondary,no,936
45,technician,married,secondary,no,1415
34,unemployed,single,secondary,no,0
27,admin.,single,secondary,no,3638
30,blue-collar,married,secondary,no,-99
32,technician,married,secondary,no,167
46,housemaid,married,primary,no,19
29,self-employed,married,tertiary,no,242
53,unknown,married,unknown,no,13
32,technician,married,secondary,no,286
49,unemployed,married,secondary,no,769
35,management,married,tertiary,no,93
38,blue-collar,married,secondary,no,1663
39,entrepreneur,married,primary,no,238
34,technician,single,secondary,no,2178
42,blue-collar,married,primary,no,792
35,blue-collar,single,unknown,no,871
60,admin.,married,secondary,no,1025
57,technician,divorced,secondary,no,63
31,blue-collar,single,secondary,no,16
29,management,single,secondary,no,417
41,services,married,secondary,no,3992
46,blue-collar,married,primary,no,2749
33,technician,married,secondary,no,133
32,blue-collar,single,secondary,no,1721
54,management,divorced,tertiary,no,2171
37,services,married,secondary,no,4760
32,technician,single,secondary,no,2979
43,management,married,tertiary,no,690
50,blue-collar,divorced,secondary,no,203
34,blue-collar,married,secondary,no,322
31,admin.,divorced,secondary,no,1210
43,self-employed,married,secondary,no,634
49,entrepreneur,married,secondary,no,273
22,student,single,unknown,no,47
35,management,married,tertiary,no,1100
56,admin.,married,secondary,no,0
53,blue-collar,married,secondary,no,0
54,entrepreneur,married,tertiary,no,1544
32,services,single,unknown,no,6145
41,self-employed,married,secondary,no,28
40,blue-collar,married,secondary,no,1012
33,blue-collar,married,primary,no,245
33,management,single,tertiary,no,1998
34,blue-collar,married,secondary,no,3990
36,services,married,secondary,no,1328
34,entrepreneur,married,tertiary,no,412
55,management,married,primary,no,229
28,student,single,tertiary,no,1562
29,admin.,single,secondary,no,3432
31,admin.,single,secondary,no,144
52,management,married,tertiary,no,1339
54,services,married,unknown,no,386
43,blue-collar,married,primary,no,7727
55,entrepreneur,married,secondary,no,204
28,blue-collar,divorced,unknown,no,101
45,unemployed,divorced,secondary,no,728
45,entrepreneur,married,primary,no,2418
51,management,married,tertiary,no,2934
42,technician,single,secondary,no,0
43,unknown,single,unknown,no,181
34,management,married,tertiary,no,176
36,blue-collar,married,primary,no,49
37,blue-collar,married,secondary,no,2023
50,blue-collar,married,secondary,no,372
42,management,divorced,unknown,no,7702
34,blue-collar,single,primary,no,464
48,management,married,secondary,no,117
47,admin.,married,secondary,no,104
40,management,married,tertiary,no,1041
37,management,married,tertiary,no,539
38,blue-collar,married,primary,no,0
29,technician,single,tertiary,no,406
46,blue-collar,married,primary,no,2558
26,blue-collar,married,secondary,no,484
30,services,single,tertiary,no,3516
42,blue-collar,married,secondary,no,5639
42,management,single,tertiary,no,100
31,admin.,single,secondary,no,1306
37,management,single,tertiary,no,815
26,blue-collar,married,secondary,no,245
54,blue-collar,married,unknown,no,191
70,retired,married,secondary,no,2815
29,self-employed,single,secondary,no,3672
50,services,married,secondary,no,1572
60,unemployed,divorced,secondary,no,385
32,technician,single,secondary,no,29
32,technician,married,secondary,no,84
34,self-employed,single,tertiary,no,876
48,services,single,primary,no,1499
25,student,married,tertiary,no,0
32,management,married,secondary,no,6217
32,blue-collar,married,primary,no,329
47,admin.,divorced,secondary,no,162
32,technician,married,unknown,no,14533
49,management,single,tertiary,no,151
53,services,married,secondary,no,-2
41,blue-collar,single,unknown,no,4684
47,management,divorced,tertiary,no,1149
35,blue-collar,married,primary,no,11
33,management,single,secondary,no,8004
49,blue-collar,married,primary,no,1019
46,management,divorced,tertiary,no,1297
29,management,divorced,tertiary,no,415
58,self-employed,married,primary,no,671
40,admin.,single,secondary,no,2378
34,management,married,tertiary,no,417
60,retired,married,primary,no,71
43,management,married,tertiary,no,1188
50,blue-collar,married,primary,no,8139
33,blue-collar,married,secondary,no,249
37,blue-collar,married,primary,no,689
55,self-employed,married,secondary,no,203
45,blue-collar,single,primary,yes,-183
47,blue-collar,married,primary,no,3451
58,technician,married,secondary,no,116
36,services,married,secondary,no,1746
55,technician,married,secondary,no,0
31,blue-collar,married,secondary,no,897
38,technician,married,secondary,no,821
42,blue-collar,married,secondary,no,130
32,management,divorced,tertiary,no,1
39,blue-collar,married,secondary,no,8
41,technician,married,secondary,no,55
59,blue-collar,married,primary,no,699
42,unemployed,divorced,secondary,no,759
33,blue-collar,married,secondary,no,687
53,retired,married,secondary,no,4968
43,blue-collar,married,primary,no,1211
39,self-employed,single,tertiary,no,426
27,entrepreneur,single,secondary,no,376
39,management,married,tertiary,no,12
27,blue-collar,single,secondary,no,23
33,admin.,married,secondary,no,353
29,services,divorced,secondary,no,330
33,management,divorced,tertiary,no,0
41,entrepreneur,married,secondary,no,353
38,technician,single,tertiary,no,2273
30,management,married,tertiary,no,0
58,unemployed,married,tertiary,no,744
37,services,single,secondary,no,608
36,admin.,divorced,secondary,no,356
45,blue-collar,married,primary,no,1291
23,technician,single,secondary,no,-306
53,blue-collar,married,primary,no,306
44,blue-collar,married,primary,no,-312
32,technician,single,secondary,no,493
32,management,married,tertiary,no,71
38,admin.,married,tertiary,no,669
47,blue-collar,married,primary,no,556
34,services,single,secondary,no,84
52,services,married,secondary,no,108
45,admin.,single,secondary,no,-11
50,blue-collar,married,primary,no,1164
52,blue-collar,divorced,primary,no,-191
37,blue-collar,married,secondary,no,132
51,blue-collar,married,secondary,no,2237
32,management,married,tertiary,no,4761
33,blue-collar,married,secondary,no,-346
28,unemployed,married,secondary,no,655
66,management,married,tertiary,no,1048
31,services,single,secondary,no,0
35,blue-collar,married,primary,no,624
47,services,single,unknown,no,1784
36,admin.,single,secondary,no,1281
32,technician,single,tertiary,no,569
34,blue-collar,married,primary,no,1666
40,admin.,married,secondary,no,168
33,self-employed,married,tertiary,no,263
39,blue-collar,married,secondary,no,-405
38,self-employed,married,secondary,no,279
